"","year","month","value","units","date"
"382",1983,9,189.300097414258,"Terawatthours",1983.66666666667
"383",1983,8,222.532473108415,"Terawatthours",1983.58333333333
"384",1983,7,213.110223044587,"Terawatthours",1983.5
"385",1983,6,184.998381895939,"Terawatthours",1983.41666666667
"386",1983,5,168.909858474239,"Terawatthours",1983.33333333333
"387",1983,4,164.988905674877,"Terawatthours",1983.25
"388",1983,3,176.686060992021,"Terawatthours",1983.16666666667
"389",1983,2,166.976784218027,"Terawatthours",1983.08333333333
"390",1983,1,189.352135917122,"Terawatthours",1983
"391",1982,12,178.802423304447,"Terawatthours",1982.91666666667
"392",1982,11,167.821280277996,"Terawatthours",1982.83333333333
"393",1982,10,167.408963839302,"Terawatthours",1982.75
"394",1982,9,174.855622362979,"Terawatthours",1982.66666666667
"395",1982,8,199.039468161765,"Terawatthours",1982.58333333333
"396",1982,7,203.847353100611,"Terawatthours",1982.5
"397",1982,6,180.242038566209,"Terawatthours",1982.41666666667
"398",1982,5,171.573332705302,"Terawatthours",1982.33333333333
"399",1982,4,167.123060457026,"Terawatthours",1982.25
"400",1982,3,181.712269829934,"Terawatthours",1982.16666666667
"401",1982,2,174.536899825329,"Terawatthours",1982.08333333333
"402",1982,1,202.715608951742,"Terawatthours",1982
"403",1981,12,189.308493371854,"Terawatthours",1981.91666666667
"404",1981,11,169.941290022548,"Terawatthours",1981.83333333333
"405",1981,10,175.515236246519,"Terawatthours",1981.75
"406",1981,9,180.826294742611,"Terawatthours",1981.66666666667
"407",1981,8,203.629199344151,"Terawatthours",1981.58333333333
"408",1981,7,213.311214632343,"Terawatthours",1981.5
"409",1981,6,196.26408939836,"Terawatthours",1981.41666666667
"410",1981,5,172.209987004168,"Terawatthours",1981.33333333333
"411",1981,4,167.089070604514,"Terawatthours",1981.25
"412",1981,3,179.649210489288,"Terawatthours",1981.16666666667
"413",1981,2,173.874056132424,"Terawatthours",1981.08333333333
"414",1981,1,199.877158517478,"Terawatthours",1981
"415",1980,12,189.330948329025,"Terawatthours",1980.91666666667
"416",1980,11,172.82173474558,"Terawatthours",1980.83333333333
"417",1980,10,172.811751434804,"Terawatthours",1980.75
"418",1980,9,185.317915511127,"Terawatthours",1980.66666666667
"419",1980,8,208.453097022388,"Terawatthours",1980.58333333333
"420",1980,7,209.834027585722,"Terawatthours",1980.5
"421",1980,6,183.433533942092,"Terawatthours",1980.41666666667
"422",1980,5,170.206879731024,"Terawatthours",1980.33333333333
"423",1980,4,163.391603985572,"Terawatthours",1980.25
"424",1980,3,181.496531905141,"Terawatthours",1980.16666666667
"425",1980,2,182.672622370968,"Terawatthours",1980.08333333333
"426",1980,1,193.630338887296,"Terawatthours",1980
"427",1979,12,182.681121767535,"Terawatthours",1979.91666666667
"428",1979,11,171.853224059911,"Terawatthours",1979.83333333333
"429",1979,10,173.96439895628,"Terawatthours",1979.75
"430",1979,9,174.95169299901,"Terawatthours",1979.66666666667
"431",1979,8,198.274711947768,"Terawatthours",1979.58333333333
"432",1979,7,195.782398278614,"Terawatthours",1979.5
"433",1979,6,180.75368445188,"Terawatthours",1979.41666666667
"434",1979,5,172.47177750558,"Terawatthours",1979.33333333333
"435",1979,4,164.594093623538,"Terawatthours",1979.25
"436",1979,3,177.058520558441,"Terawatthours",1979.16666666667
"437",1979,2,180.377562952545,"Terawatthours",1979.08333333333
"438",1979,1,202.998254489793,"Terawatthours",1979
"439",1978,12,185.711962887456,"Terawatthours",1978.91666666667
"440",1978,11,170.518750161887,"Terawatthours",1978.83333333333
"441",1978,10,170.155285919063,"Terawatthours",1978.75
"442",1978,9,179.618445612544,"Terawatthours",1978.66666666667
"443",1978,8,199.781012477336,"Terawatthours",1978.58333333333
"444",1978,7,196.193076128002,"Terawatthours",1978.5
"445",1978,6,182.309142660635,"Terawatthours",1978.41666666667
"446",1978,5,169.706256379435,"Terawatthours",1978.33333333333
"447",1978,4,154.687646703396,"Terawatthours",1978.25
"448",1978,3,167.687996747125,"Terawatthours",1978.16666666667
"449",1978,2,167.963360954996,"Terawatthours",1978.08333333333
"450",1978,1,191.514485069251,"Terawatthours",1978
"451",1977,12,178.44601997979,"Terawatthours",1977.91666666667
"452",1977,11,161.817288949084,"Terawatthours",1977.83333333333
"453",1977,10,161.099219479603,"Terawatthours",1977.75
"454",1977,9,170.623607310133,"Terawatthours",1977.66666666667
"455",1977,8,189.828073123269,"Terawatthours",1977.58333333333
"456",1977,7,192.539295556699,"Terawatthours",1977.5
"457",1977,6,175.006376446029,"Terawatthours",1977.41666666667
"458",1977,5,163.952125268378,"Terawatthours",1977.33333333333
"459",1977,4,151.888388038491,"Terawatthours",1977.25
"460",1977,3,163.79819261209,"Terawatthours",1977.16666666667
"461",1977,2,157.52603720106,"Terawatthours",1977.08333333333
"462",1977,1,190.120037835899,"Terawatthours",1977
"463",1976,12,178.015672291692,"Terawatthours",1976.91666666667
"464",1976,11,163.710337157135,"Terawatthours",1976.83333333333
"465",1976,10,158.551104835857,"Terawatthours",1976.75
"466",1976,9,159.738228469679,"Terawatthours",1976.66666666667
