"","series_id","units","value","date","year","month","change_first_order","change_second_order"
"251","TOTAL.OGNRPUS.M","Number of Rigs",868,1993-11-01,1993,11,0.0093,-0.345070422535211
"252","TOTAL.OGNRPUS.M","Number of Rigs",857,1993-12-01,1993,12,-0.0127,-2.36559139784946
"253","TOTAL.OGNRPUS.M","Number of Rigs",789,1994-01-01,1994,1,-0.0793,5.24409448818898
"254","TOTAL.OGNRPUS.M","Number of Rigs",754,1994-02-01,1994,2,-0.0444,-0.440100882723833
"255","TOTAL.OGNRPUS.M","Number of Rigs",735,1994-03-01,1994,3,-0.0252,-0.432432432432432
"256","TOTAL.OGNRPUS.M","Number of Rigs",723,1994-04-01,1994,4,-0.0163,-0.353174603174603
"257","TOTAL.OGNRPUS.M","Number of Rigs",716,1994-05-01,1994,5,-0.0097,-0.404907975460123
"258","TOTAL.OGNRPUS.M","Number of Rigs",756,1994-06-01,1994,6,0.0559,-6.76288659793814
"259","TOTAL.OGNRPUS.M","Number of Rigs",771,1994-07-01,1994,7,0.0198,-0.645796064400715
"260","TOTAL.OGNRPUS.M","Number of Rigs",766,1994-08-01,1994,8,-0.0065,-1.32828282828283
"261","TOTAL.OGNRPUS.M","Number of Rigs",809,1994-09-01,1994,9,0.0561,-9.63076923076923
"262","TOTAL.OGNRPUS.M","Number of Rigs",822,1994-10-01,1994,10,0.0161,-0.71301247771836
"263","TOTAL.OGNRPUS.M","Number of Rigs",835,1994-11-01,1994,11,0.0158,-0.0186335403726707
"264","TOTAL.OGNRPUS.M","Number of Rigs",816,1994-12-01,1994,12,-0.0228,-2.44303797468354
"265","TOTAL.OGNRPUS.M","Number of Rigs",748,1995-01-01,1995,1,-0.0833,2.65350877192982
"266","TOTAL.OGNRPUS.M","Number of Rigs",713,1995-02-01,1995,2,-0.0468,-0.438175270108043
"267","TOTAL.OGNRPUS.M","Number of Rigs",665,1995-03-01,1995,3,-0.0673,0.438034188034188
"268","TOTAL.OGNRPUS.M","Number of Rigs",678,1995-04-01,1995,4,0.0195,-1.28974739970282
"269","TOTAL.OGNRPUS.M","Number of Rigs",679,1995-05-01,1995,5,0.0015,-0.923076923076923
"270","TOTAL.OGNRPUS.M","Number of Rigs",674,1995-06-01,1995,6,-0.0074,-5.93333333333333
"271","TOTAL.OGNRPUS.M","Number of Rigs",723,1995-07-01,1995,7,0.0727,-10.8243243243243
"272","TOTAL.OGNRPUS.M","Number of Rigs",745,1995-08-01,1995,8,0.0304,-0.581843191196699
"273","TOTAL.OGNRPUS.M","Number of Rigs",765,1995-09-01,1995,9,0.0268,-0.118421052631579
"274","TOTAL.OGNRPUS.M","Number of Rigs",761,1995-10-01,1995,10,-0.0052,-1.19402985074627
"275","TOTAL.OGNRPUS.M","Number of Rigs",772,1995-11-01,1995,11,0.0145,-3.78846153846154
"276","TOTAL.OGNRPUS.M","Number of Rigs",763,1995-12-01,1995,12,-0.0117,-1.80689655172414
"277","TOTAL.OGNRPUS.M","Number of Rigs",709,1996-01-01,1996,1,-0.0708,5.05128205128205
"278","TOTAL.OGNRPUS.M","Number of Rigs",700,1996-02-01,1996,2,-0.0127,-0.820621468926554
"279","TOTAL.OGNRPUS.M","Number of Rigs",714,1996-03-01,1996,3,0.02,-2.5748031496063
"280","TOTAL.OGNRPUS.M","Number of Rigs",741,1996-04-01,1996,4,0.0378,0.89
"281","TOTAL.OGNRPUS.M","Number of Rigs",764,1996-05-01,1996,5,0.031,-0.17989417989418
"282","TOTAL.OGNRPUS.M","Number of Rigs",774,1996-06-01,1996,6,0.0131,-0.57741935483871
"283","TOTAL.OGNRPUS.M","Number of Rigs",784,1996-07-01,1996,7,0.0129,-0.0152671755725191
"284","TOTAL.OGNRPUS.M","Number of Rigs",811,1996-08-01,1996,8,0.0344,1.66666666666667
"285","TOTAL.OGNRPUS.M","Number of Rigs",811,1996-09-01,1996,9,0,-1
"286","TOTAL.OGNRPUS.M","Number of Rigs",836,1996-10-01,1996,10,0.0308,0
"287","TOTAL.OGNRPUS.M","Number of Rigs",848,1996-11-01,1996,11,0.0144,-0.532467532467533
"288","TOTAL.OGNRPUS.M","Number of Rigs",852,1996-12-01,1996,12,0.0047,-0.673611111111111
"289","TOTAL.OGNRPUS.M","Number of Rigs",822,1997-01-01,1997,1,-0.0352,-8.48936170212766
"290","TOTAL.OGNRPUS.M","Number of Rigs",849,1997-02-01,1997,2,0.0328,-1.93181818181818
"291","TOTAL.OGNRPUS.M","Number of Rigs",897,1997-03-01,1997,3,0.0565,0.722560975609756
"292","TOTAL.OGNRPUS.M","Number of Rigs",901,1997-04-01,1997,4,0.0045,-0.920353982300885
"293","TOTAL.OGNRPUS.M","Number of Rigs",924,1997-05-01,1997,5,0.0255,4.66666666666667
"294","TOTAL.OGNRPUS.M","Number of Rigs",976,1997-06-01,1997,6,0.0563,1.2078431372549
"295","TOTAL.OGNRPUS.M","Number of Rigs",969,1997-07-01,1997,7,-0.0072,-1.12788632326821
"296","TOTAL.OGNRPUS.M","Number of Rigs",993,1997-08-01,1997,8,0.0248,-4.44444444444444
"297","TOTAL.OGNRPUS.M","Number of Rigs",1009,1997-09-01,1997,9,0.0161,-0.350806451612903
"298","TOTAL.OGNRPUS.M","Number of Rigs",996,1997-10-01,1997,10,-0.0129,-1.80124223602484
"299","TOTAL.OGNRPUS.M","Number of Rigs",983,1997-11-01,1997,11,-0.0131,0.0155038759689923
"300","TOTAL.OGNRPUS.M","Number of Rigs",1013,1997-12-01,1997,12,0.0305,-3.32824427480916
"301","TOTAL.OGNRPUS.M","Number of Rigs",993,1998-01-01,1998,1,-0.0197,-1.64590163934426
"302","TOTAL.OGNRPUS.M","Number of Rigs",974,1998-02-01,1998,2,-0.0191,-0.0304568527918782
"303","TOTAL.OGNRPUS.M","Number of Rigs",932,1998-03-01,1998,3,-0.0431,1.2565445026178
"304","TOTAL.OGNRPUS.M","Number of Rigs",886,1998-04-01,1998,4,-0.0494,0.146171693735499
"305","TOTAL.OGNRPUS.M","Number of Rigs",855,1998-05-01,1998,5,-0.035,-0.291497975708502
"306","TOTAL.OGNRPUS.M","Number of Rigs",854,1998-06-01,1998,6,-0.0012,-0.965714285714286
"307","TOTAL.OGNRPUS.M","Number of Rigs",816,1998-07-01,1998,7,-0.0445,36.0833333333333
"308","TOTAL.OGNRPUS.M","Number of Rigs",792,1998-08-01,1998,8,-0.0294,-0.339325842696629
"309","TOTAL.OGNRPUS.M","Number of Rigs",774,1998-09-01,1998,9,-0.0227,-0.227891156462585
"310","TOTAL.OGNRPUS.M","Number of Rigs",734,1998-10-01,1998,10,-0.0517,1.27753303964758
"311","TOTAL.OGNRPUS.M","Number of Rigs",688,1998-11-01,1998,11,-0.0627,0.212765957446809
"312","TOTAL.OGNRPUS.M","Number of Rigs",647,1998-12-01,1998,12,-0.0596,-0.0494417862838916
"313","TOTAL.OGNRPUS.M","Number of Rigs",587,1999-01-01,1999,1,-0.0927,0.555369127516779
"314","TOTAL.OGNRPUS.M","Number of Rigs",542,1999-02-01,1999,2,-0.0767,-0.17259978425027
"315","TOTAL.OGNRPUS.M","Number of Rigs",526,1999-03-01,1999,3,-0.0295,-0.615384615384615
"316","TOTAL.OGNRPUS.M","Number of Rigs",496,1999-04-01,1999,4,-0.057,0.932203389830509
"317","TOTAL.OGNRPUS.M","Number of Rigs",516,1999-05-01,1999,5,0.0403,-1.70701754385965
"318","TOTAL.OGNRPUS.M","Number of Rigs",558,1999-06-01,1999,6,0.0814,1.01985111662531
"319","TOTAL.OGNRPUS.M","Number of Rigs",588,1999-07-01,1999,7,0.0538,-0.339066339066339
"320","TOTAL.OGNRPUS.M","Number of Rigs",639,1999-08-01,1999,8,0.0867,0.611524163568773
"321","TOTAL.OGNRPUS.M","Number of Rigs",696,1999-09-01,1999,9,0.0892,0.0288350634371396
"322","TOTAL.OGNRPUS.M","Number of Rigs",741,1999-10-01,1999,10,0.0647,-0.274663677130045
"323","TOTAL.OGNRPUS.M","Number of Rigs",782,1999-11-01,1999,11,0.0553,-0.145285935085008
"324","TOTAL.OGNRPUS.M","Number of Rigs",798,1999-12-01,1999,12,0.0205,-0.629294755877034
"325","TOTAL.OGNRPUS.M","Number of Rigs",775,2000-01-01,2000,1,-0.0288,-2.40487804878049
"326","TOTAL.OGNRPUS.M","Number of Rigs",763,2000-02-01,2000,2,-0.0155,-0.461805555555556
"327","TOTAL.OGNRPUS.M","Number of Rigs",773,2000-03-01,2000,3,0.0131,-1.84516129032258
"328","TOTAL.OGNRPUS.M","Number of Rigs",805,2000-04-01,2000,4,0.0414,2.16030534351145
"329","TOTAL.OGNRPUS.M","Number of Rigs",844,2000-05-01,2000,5,0.0484,0.169082125603865
"330","TOTAL.OGNRPUS.M","Number of Rigs",878,2000-06-01,2000,6,0.0403,-0.167355371900826
"331","TOTAL.OGNRPUS.M","Number of Rigs",942,2000-07-01,2000,7,0.0729,0.80893300248139
"332","TOTAL.OGNRPUS.M","Number of Rigs",987,2000-08-01,2000,8,0.0478,-0.344307270233196
"333","TOTAL.OGNRPUS.M","Number of Rigs",1011,2000-09-01,2000,9,0.0243,-0.49163179916318
"334","TOTAL.OGNRPUS.M","Number of Rigs",1055,2000-10-01,2000,10,0.0435,0.790123456790123
"335","TOTAL.OGNRPUS.M","Number of Rigs",1067,2000-11-01,2000,11,0.0114,-0.737931034482759
"336","TOTAL.OGNRPUS.M","Number of Rigs",1097,2000-12-01,2000,12,0.0281,1.46491228070175
"337","TOTAL.OGNRPUS.M","Number of Rigs",1118,2001-01-01,2001,1,0.0191,-0.320284697508897
"338","TOTAL.OGNRPUS.M","Number of Rigs",1136,2001-02-01,2001,2,0.0161,-0.157068062827225
"339","TOTAL.OGNRPUS.M","Number of Rigs",1163,2001-03-01,2001,3,0.0238,0.478260869565218
"340","TOTAL.OGNRPUS.M","Number of Rigs",1206,2001-04-01,2001,4,0.037,0.554621848739496
"341","TOTAL.OGNRPUS.M","Number of Rigs",1234,2001-05-01,2001,5,0.0232,-0.372972972972973
"342","TOTAL.OGNRPUS.M","Number of Rigs",1270,2001-06-01,2001,6,0.0292,0.258620689655172
"343","TOTAL.OGNRPUS.M","Number of Rigs",1278,2001-07-01,2001,7,0.0063,-0.784246575342466
"344","TOTAL.OGNRPUS.M","Number of Rigs",1252,2001-08-01,2001,8,-0.0203,-4.22222222222222
"345","TOTAL.OGNRPUS.M","Number of Rigs",1193,2001-09-01,2001,9,-0.0471,1.32019704433498
"346","TOTAL.OGNRPUS.M","Number of Rigs",1111,2001-10-01,2001,10,-0.0687,0.45859872611465
"347","TOTAL.OGNRPUS.M","Number of Rigs",1000,2001-11-01,2001,11,-0.0999,0.454148471615721
"348","TOTAL.OGNRPUS.M","Number of Rigs",901,2001-12-01,2001,12,-0.099,-0.00900900900900899
"349","TOTAL.OGNRPUS.M","Number of Rigs",867,2002-01-01,2002,1,-0.0377,-0.619191919191919
"350","TOTAL.OGNRPUS.M","Number of Rigs",825,2002-02-01,2002,2,-0.0484,0.283819628647215
"351","TOTAL.OGNRPUS.M","Number of Rigs",763,2002-03-01,2002,3,-0.0752,0.553719008264463
"352","TOTAL.OGNRPUS.M","Number of Rigs",750,2002-04-01,2002,4,-0.017,-0.773936170212766
"353","TOTAL.OGNRPUS.M","Number of Rigs",826,2002-05-01,2002,5,0.1013,-6.95882352941176
"354","TOTAL.OGNRPUS.M","Number of Rigs",842,2002-06-01,2002,6,0.0194,-0.808489634748272
"355","TOTAL.OGNRPUS.M","Number of Rigs",851,2002-07-01,2002,7,0.0107,-0.448453608247423
"356","TOTAL.OGNRPUS.M","Number of Rigs",848,2002-08-01,2002,8,-0.0035,-1.32710280373832
"357","TOTAL.OGNRPUS.M","Number of Rigs",860,2002-09-01,2002,9,0.0142,-5.05714285714286
"358","TOTAL.OGNRPUS.M","Number of Rigs",851,2002-10-01,2002,10,-0.0105,-1.73943661971831
"359","TOTAL.OGNRPUS.M","Number of Rigs",834,2002-11-01,2002,11,-0.02,0.904761904761905
"360","TOTAL.OGNRPUS.M","Number of Rigs",856,2002-12-01,2002,12,0.0264,-2.32
"361","TOTAL.OGNRPUS.M","Number of Rigs",854,2003-01-01,2003,1,-0.0023,-1.08712121212121
"362","TOTAL.OGNRPUS.M","Number of Rigs",907,2003-02-01,2003,2,0.0621,-28
"363","TOTAL.OGNRPUS.M","Number of Rigs",941,2003-03-01,2003,3,0.0375,-0.396135265700483
"364","TOTAL.OGNRPUS.M","Number of Rigs",983,2003-04-01,2003,4,0.0446,0.189333333333333
"365","TOTAL.OGNRPUS.M","Number of Rigs",1034,2003-05-01,2003,5,0.0519,0.163677130044843
"366","TOTAL.OGNRPUS.M","Number of Rigs",1067,2003-06-01,2003,6,0.0319,-0.385356454720617
"367","TOTAL.OGNRPUS.M","Number of Rigs",1081,2003-07-01,2003,7,0.0131,-0.589341692789969
"368","TOTAL.OGNRPUS.M","Number of Rigs",1090,2003-08-01,2003,8,0.0083,-0.366412213740458
"369","TOTAL.OGNRPUS.M","Number of Rigs",1093,2003-09-01,2003,9,0.0028,-0.662650602409638
"370","TOTAL.OGNRPUS.M","Number of Rigs",1102,2003-10-01,2003,10,0.0082,1.92857142857143
"371","TOTAL.OGNRPUS.M","Number of Rigs",1111,2003-11-01,2003,11,0.0082,0
"372","TOTAL.OGNRPUS.M","Number of Rigs",1114,2003-12-01,2003,12,0.0027,-0.670731707317073
"373","TOTAL.OGNRPUS.M","Number of Rigs",1101,2004-01-01,2004,1,-0.0117,-5.33333333333333
"374","TOTAL.OGNRPUS.M","Number of Rigs",1119,2004-02-01,2004,2,0.0163,-2.39316239316239
"375","TOTAL.OGNRPUS.M","Number of Rigs",1135,2004-03-01,2004,3,0.0143,-0.122699386503067
"376","TOTAL.OGNRPUS.M","Number of Rigs",1151,2004-04-01,2004,4,0.0141,-0.013986013986014
"377","TOTAL.OGNRPUS.M","Number of Rigs",1164,2004-05-01,2004,5,0.0113,-0.198581560283688
"378","TOTAL.OGNRPUS.M","Number of Rigs",1176,2004-06-01,2004,6,0.0103,-0.0884955752212389
"379","TOTAL.OGNRPUS.M","Number of Rigs",1213,2004-07-01,2004,7,0.0315,2.05825242718447
"380","TOTAL.OGNRPUS.M","Number of Rigs",1234,2004-08-01,2004,8,0.0173,-0.450793650793651
"381","TOTAL.OGNRPUS.M","Number of Rigs",1240,2004-09-01,2004,9,0.0049,-0.716763005780347
"382","TOTAL.OGNRPUS.M","Number of Rigs",1240,2004-10-01,2004,10,0,-1
"383","TOTAL.OGNRPUS.M","Number of Rigs",1262,2004-11-01,2004,11,0.0177,0
"384","TOTAL.OGNRPUS.M","Number of Rigs",1246,2004-12-01,2004,12,-0.0127,-1.71751412429379
"385","TOTAL.OGNRPUS.M","Number of Rigs",1255,2005-01-01,2005,1,0.0072,-1.56692913385827
"386","TOTAL.OGNRPUS.M","Number of Rigs",1276,2005-02-01,2005,2,0.0167,1.31944444444444
"387","TOTAL.OGNRPUS.M","Number of Rigs",1306,2005-03-01,2005,3,0.0235,0.407185628742515
"388","TOTAL.OGNRPUS.M","Number of Rigs",1334,2005-04-01,2005,4,0.0214,-0.0893617021276596
"389","TOTAL.OGNRPUS.M","Number of Rigs",1320,2005-05-01,2005,5,-0.0105,-1.49065420560748
"390","TOTAL.OGNRPUS.M","Number of Rigs",1355,2005-06-01,2005,6,0.0265,-3.52380952380952
"391","TOTAL.OGNRPUS.M","Number of Rigs",1398,2005-07-01,2005,7,0.0317,0.19622641509434
"392","TOTAL.OGNRPUS.M","Number of Rigs",1436,2005-08-01,2005,8,0.0272,-0.141955835962145
"393","TOTAL.OGNRPUS.M","Number of Rigs",1452,2005-09-01,2005,9,0.0111,-0.591911764705882
"394","TOTAL.OGNRPUS.M","Number of Rigs",1479,2005-10-01,2005,10,0.0186,0.675675675675675
"395","TOTAL.OGNRPUS.M","Number of Rigs",1486,2005-11-01,2005,11,0.0047,-0.747311827956989
"396","TOTAL.OGNRPUS.M","Number of Rigs",1470,2005-12-01,2005,12,-0.0108,-3.29787234042553
"397","TOTAL.OGNRPUS.M","Number of Rigs",1473,2006-01-01,2006,1,0.002,-1.18518518518519
"398","TOTAL.OGNRPUS.M","Number of Rigs",1533,2006-02-01,2006,2,0.0407,19.35
"399","TOTAL.OGNRPUS.M","Number of Rigs",1551,2006-03-01,2006,3,0.0117,-0.712530712530712
"400","TOTAL.OGNRPUS.M","Number of Rigs",1597,2006-04-01,2006,4,0.0297,1.53846153846154
"401","TOTAL.OGNRPUS.M","Number of Rigs",1635,2006-05-01,2006,5,0.0238,-0.198653198653199
"402","TOTAL.OGNRPUS.M","Number of Rigs",1665,2006-06-01,2006,6,0.0183,-0.23109243697479
"403","TOTAL.OGNRPUS.M","Number of Rigs",1681,2006-07-01,2006,7,0.0096,-0.475409836065574
"404","TOTAL.OGNRPUS.M","Number of Rigs",1738,2006-08-01,2006,8,0.0339,2.53125
"405","TOTAL.OGNRPUS.M","Number of Rigs",1739,2006-09-01,2006,9,6e-04,-0.982300884955752
"406","TOTAL.OGNRPUS.M","Number of Rigs",1734,2006-10-01,2006,10,-0.0029,-5.83333333333333
"407","TOTAL.OGNRPUS.M","Number of Rigs",1706,2006-11-01,2006,11,-0.0161,4.55172413793103
"408","TOTAL.OGNRPUS.M","Number of Rigs",1718,2006-12-01,2006,12,0.007,-1.43478260869565
"409","TOTAL.OGNRPUS.M","Number of Rigs",1714,2007-01-01,2007,1,-0.0023,-1.32857142857143
"410","TOTAL.OGNRPUS.M","Number of Rigs",1736,2007-02-01,2007,2,0.0128,-6.56521739130435
"411","TOTAL.OGNRPUS.M","Number of Rigs",1749,2007-03-01,2007,3,0.0075,-0.4140625
"412","TOTAL.OGNRPUS.M","Number of Rigs",1750,2007-04-01,2007,4,6e-04,-0.92
"413","TOTAL.OGNRPUS.M","Number of Rigs",1748,2007-05-01,2007,5,-0.0011,-2.83333333333333
"414","TOTAL.OGNRPUS.M","Number of Rigs",1771,2007-06-01,2007,6,0.0132,-13
"415","TOTAL.OGNRPUS.M","Number of Rigs",1777,2007-07-01,2007,7,0.0034,-0.742424242424242
"416","TOTAL.OGNRPUS.M","Number of Rigs",1804,2007-08-01,2007,8,0.0152,3.47058823529412
"417","TOTAL.OGNRPUS.M","Number of Rigs",1783,2007-09-01,2007,9,-0.0116,-1.76315789473684
"418","TOTAL.OGNRPUS.M","Number of Rigs",1762,2007-10-01,2007,10,-0.0118,0.0172413793103449
"419","TOTAL.OGNRPUS.M","Number of Rigs",1798,2007-11-01,2007,11,0.0204,-2.72881355932203
"420","TOTAL.OGNRPUS.M","Number of Rigs",1811,2007-12-01,2007,12,0.0072,-0.647058823529412
"421","TOTAL.OGNRPUS.M","Number of Rigs",1749,2008-01-01,2008,1,-0.0342,-5.75
"422","TOTAL.OGNRPUS.M","Number of Rigs",1765,2008-02-01,2008,2,0.0091,-1.26608187134503
"423","TOTAL.OGNRPUS.M","Number of Rigs",1797,2008-03-01,2008,3,0.0181,0.989010989010989
"424","TOTAL.OGNRPUS.M","Number of Rigs",1829,2008-04-01,2008,4,0.0178,-0.0165745856353592
"425","TOTAL.OGNRPUS.M","Number of Rigs",1863,2008-05-01,2008,5,0.0186,0.044943820224719
"426","TOTAL.OGNRPUS.M","Number of Rigs",1902,2008-06-01,2008,6,0.0209,0.123655913978495
"427","TOTAL.OGNRPUS.M","Number of Rigs",1932,2008-07-01,2008,7,0.0158,-0.244019138755981
"428","TOTAL.OGNRPUS.M","Number of Rigs",1987,2008-08-01,2008,8,0.0285,0.80379746835443
"429","TOTAL.OGNRPUS.M","Number of Rigs",2014,2008-09-01,2008,9,0.0136,-0.52280701754386
"430","TOTAL.OGNRPUS.M","Number of Rigs",1976,2008-10-01,2008,10,-0.0189,-2.38970588235294
"431","TOTAL.OGNRPUS.M","Number of Rigs",1935,2008-11-01,2008,11,-0.0207,0.0952380952380952
"432","TOTAL.OGNRPUS.M","Number of Rigs",1782,2008-12-01,2008,12,-0.0791,2.82125603864734
"433","TOTAL.OGNRPUS.M","Number of Rigs",1553,2009-01-01,2009,1,-0.1285,0.624525916561315
"434","TOTAL.OGNRPUS.M","Number of Rigs",1320,2009-02-01,2009,2,-0.15,0.167315175097276
"435","TOTAL.OGNRPUS.M","Number of Rigs",1105,2009-03-01,2009,3,-0.1629,0.086
"436","TOTAL.OGNRPUS.M","Number of Rigs",995,2009-04-01,2009,4,-0.0995,-0.389195825659914
"437","TOTAL.OGNRPUS.M","Number of Rigs",918,2009-05-01,2009,5,-0.0774,-0.222110552763819
"438","TOTAL.OGNRPUS.M","Number of Rigs",895,2009-06-01,2009,6,-0.0251,-0.675710594315245
"439","TOTAL.OGNRPUS.M","Number of Rigs",931,2009-07-01,2009,7,0.0402,-2.60159362549801
"440","TOTAL.OGNRPUS.M","Number of Rigs",980,2009-08-01,2009,8,0.0526,0.308457711442786
"441","TOTAL.OGNRPUS.M","Number of Rigs",1009,2009-09-01,2009,9,0.0296,-0.437262357414449
"442","TOTAL.OGNRPUS.M","Number of Rigs",1044,2009-10-01,2009,10,0.0347,0.172297297297297
"443","TOTAL.OGNRPUS.M","Number of Rigs",1107,2009-11-01,2009,11,0.0603,0.737752161383285
"444","TOTAL.OGNRPUS.M","Number of Rigs",1172,2009-12-01,2009,12,0.0587,-0.0265339966832504
"445","TOTAL.OGNRPUS.M","Number of Rigs",1267,2010-01-01,2010,1,0.0811,0.38160136286201
"446","TOTAL.OGNRPUS.M","Number of Rigs",1350,2010-02-01,2010,2,0.0655,-0.192355117139334
"447","TOTAL.OGNRPUS.M","Number of Rigs",1419,2010-03-01,2010,3,0.0511,-0.219847328244275
"448","TOTAL.OGNRPUS.M","Number of Rigs",1479,2010-04-01,2010,4,0.0423,-0.172211350293542
"449","TOTAL.OGNRPUS.M","Number of Rigs",1513,2010-05-01,2010,5,0.023,-0.456264775413712
"450","TOTAL.OGNRPUS.M","Number of Rigs",1531,2010-06-01,2010,6,0.0119,-0.482608695652174
"451","TOTAL.OGNRPUS.M","Number of Rigs",1573,2010-07-01,2010,7,0.0274,1.30252100840336
"452","TOTAL.OGNRPUS.M","Number of Rigs",1638,2010-08-01,2010,8,0.0413,0.507299270072993
"453","TOTAL.OGNRPUS.M","Number of Rigs",1655,2010-09-01,2010,9,0.0104,-0.74818401937046
"454","TOTAL.OGNRPUS.M","Number of Rigs",1668,2010-10-01,2010,10,0.0079,-0.240384615384615
"455","TOTAL.OGNRPUS.M","Number of Rigs",1683,2010-11-01,2010,11,0.009,0.139240506329114
"456","TOTAL.OGNRPUS.M","Number of Rigs",1711,2010-12-01,2010,12,0.0166,0.844444444444445
"457","TOTAL.OGNRPUS.M","Number of Rigs",1711,2011-01-01,2011,1,0,-1
"458","TOTAL.OGNRPUS.M","Number of Rigs",1718,2011-02-01,2011,2,0.0041,0
"459","TOTAL.OGNRPUS.M","Number of Rigs",1720,2011-03-01,2011,3,0.0012,-0.707317073170732
"460","TOTAL.OGNRPUS.M","Number of Rigs",1790,2011-04-01,2011,4,0.0407,32.9166666666667
"461","TOTAL.OGNRPUS.M","Number of Rigs",1836,2011-05-01,2011,5,0.0257,-0.368550368550369
"462","TOTAL.OGNRPUS.M","Number of Rigs",1863,2011-06-01,2011,6,0.0147,-0.428015564202335
"463","TOTAL.OGNRPUS.M","Number of Rigs",1900,2011-07-01,2011,7,0.0199,0.35374149659864
"464","TOTAL.OGNRPUS.M","Number of Rigs",1957,2011-08-01,2011,8,0.03,0.507537688442211
"465","TOTAL.OGNRPUS.M","Number of Rigs",1978,2011-09-01,2011,9,0.0107,-0.643333333333333
"466","TOTAL.OGNRPUS.M","Number of Rigs",2017,2011-10-01,2011,10,0.0197,0.841121495327103
"467","TOTAL.OGNRPUS.M","Number of Rigs",2011,2011-11-01,2011,11,-0.003,-1.15228426395939
"468","TOTAL.OGNRPUS.M","Number of Rigs",2003,2011-12-01,2011,12,-0.004,0.333333333333333
"469","TOTAL.OGNRPUS.M","Number of Rigs",2003,2012-01-01,2012,1,0,-1
"470","TOTAL.OGNRPUS.M","Number of Rigs",1990,2012-02-01,2012,2,-0.0065,0
"471","TOTAL.OGNRPUS.M","Number of Rigs",1979,2012-03-01,2012,3,-0.0055,-0.153846153846154
"472","TOTAL.OGNRPUS.M","Number of Rigs",1961,2012-04-01,2012,4,-0.0091,0.654545454545455
"473","TOTAL.OGNRPUS.M","Number of Rigs",1977,2012-05-01,2012,5,0.0082,-1.9010989010989
"474","TOTAL.OGNRPUS.M","Number of Rigs",1972,2012-06-01,2012,6,-0.0025,-1.30487804878049
"475","TOTAL.OGNRPUS.M","Number of Rigs",1944,2012-07-01,2012,7,-0.0142,4.68
"476","TOTAL.OGNRPUS.M","Number of Rigs",1913,2012-08-01,2012,8,-0.0159,0.119718309859155
"477","TOTAL.OGNRPUS.M","Number of Rigs",1859,2012-09-01,2012,9,-0.0282,0.773584905660377
"478","TOTAL.OGNRPUS.M","Number of Rigs",1834,2012-10-01,2012,10,-0.0134,-0.524822695035461
"479","TOTAL.OGNRPUS.M","Number of Rigs",1809,2012-11-01,2012,11,-0.0136,0.0149253731343283
"480","TOTAL.OGNRPUS.M","Number of Rigs",1784,2012-12-01,2012,12,-0.0138,0.0147058823529412
"481","TOTAL.OGNRPUS.M","Number of Rigs",1756,2013-01-01,2013,1,-0.0157,0.13768115942029
"482","TOTAL.OGNRPUS.M","Number of Rigs",1762,2013-02-01,2013,2,0.0034,-1.21656050955414
"483","TOTAL.OGNRPUS.M","Number of Rigs",1756,2013-03-01,2013,3,-0.0034,-2
"484","TOTAL.OGNRPUS.M","Number of Rigs",1755,2013-04-01,2013,4,-6e-04,-0.823529411764706
"485","TOTAL.OGNRPUS.M","Number of Rigs",1767,2013-05-01,2013,5,0.0068,-12.3333333333333
"486","TOTAL.OGNRPUS.M","Number of Rigs",1761,2013-06-01,2013,6,-0.0034,-1.5
"487","TOTAL.OGNRPUS.M","Number of Rigs",1766,2013-07-01,2013,7,0.0028,-1.82352941176471
"488","TOTAL.OGNRPUS.M","Number of Rigs",1781,2013-08-01,2013,8,0.0085,2.03571428571429
"489","TOTAL.OGNRPUS.M","Number of Rigs",1760,2013-09-01,2013,9,-0.0118,-2.38823529411765
"490","TOTAL.OGNRPUS.M","Number of Rigs",1744,2013-10-01,2013,10,-0.0091,-0.228813559322034
"491","TOTAL.OGNRPUS.M","Number of Rigs",1756,2013-11-01,2013,11,0.0069,-1.75824175824176
"492","TOTAL.OGNRPUS.M","Number of Rigs",1771,2013-12-01,2013,12,0.0085,0.231884057971015
"493","TOTAL.OGNRPUS.M","Number of Rigs",1769,2014-01-01,2014,1,-0.0011,-1.12941176470588
"494","TOTAL.OGNRPUS.M","Number of Rigs",1769,2014-02-01,2014,2,0,-1
"495","TOTAL.OGNRPUS.M","Number of Rigs",1803,2014-03-01,2014,3,0.0192,0
"496","TOTAL.OGNRPUS.M","Number of Rigs",1835,2014-04-01,2014,4,0.0177,-0.0781249999999999
"497","TOTAL.OGNRPUS.M","Number of Rigs",1859,2014-05-01,2014,5,0.0131,-0.259887005649718
"498","TOTAL.OGNRPUS.M","Number of Rigs",1861,2014-06-01,2014,6,0.0011,-0.916030534351145
"499","TOTAL.OGNRPUS.M","Number of Rigs",1876,2014-07-01,2014,7,0.0081,6.36363636363636
"500","TOTAL.OGNRPUS.M","Number of Rigs",1904,2014-08-01,2014,8,0.0149,0.839506172839506
"501","TOTAL.OGNRPUS.M","Number of Rigs",1930,2014-09-01,2014,9,0.0137,-0.0805369127516778
"502","TOTAL.OGNRPUS.M","Number of Rigs",1924,2014-10-01,2014,10,-0.0031,-1.22627737226277
"503","TOTAL.OGNRPUS.M","Number of Rigs",1925,2014-11-01,2014,11,5e-04,-1.16129032258065
