"","year","month","value","units","date"
"468",1976,7,180.531944238467,"Terawatthours",1976.5
"469",1976,6,167.94407569959,"Terawatthours",1976.41666666667
"470",1976,5,152.462982502168,"Terawatthours",1976.33333333333
"471",1976,4,148.404372566391,"Terawatthours",1976.25
"472",1976,3,159.040780857603,"Terawatthours",1976.16666666667
"473",1976,2,151.787364152101,"Terawatthours",1976.08333333333
"474",1976,1,172.716162393728,"Terawatthours",1976
"475",1975,12,164.032114635701,"Terawatthours",1975.91666666667
"476",1975,11,147.986339345115,"Terawatthours",1975.83333333333
"477",1975,10,150.067966760684,"Terawatthours",1975.75
"478",1975,9,150.312701304858,"Terawatthours",1975.66666666667
"479",1975,8,173.994819254966,"Terawatthours",1975.58333333333
"480",1975,7,171.21526072016,"Terawatthours",1975.5
"481",1975,6,157.348789472558,"Terawatthours",1975.41666666667
"482",1975,5,148.46595944525,"Terawatthours",1975.33333333333
"483",1975,4,141.661888684368,"Terawatthours",1975.25
"484",1975,3,150.621549522804,"Terawatthours",1975.16666666667
"485",1975,2,142.48783150811,"Terawatthours",1975.08333333333
"486",1975,1,159.192024956981,"Terawatthours",1975
"487",1974,12,154.730185743032,"Terawatthours",1974.91666666667
"488",1974,11,145.119890202974,"Terawatthours",1974.83333333333
"489",1974,10,147.174762409332,"Terawatthours",1974.75
"490",1974,9,147.437411765051,"Terawatthours",1974.66666666667
"491",1974,8,168.37466746872,"Terawatthours",1974.58333333333
"492",1974,7,172.366774251111,"Terawatthours",1974.5
"493",1974,6,151.27899777091,"Terawatthours",1974.41666666667
"494",1974,5,148.738455855163,"Terawatthours",1974.33333333333
"495",1974,4,137.616651518151,"Terawatthours",1974.25
"496",1974,3,145.382289103323,"Terawatthours",1974.16666666667
"497",1974,2,138.039065290885,"Terawatthours",1974.08333333333
"498",1974,1,152.356828105521,"Terawatthours",1974
"499",1973,12,148.537303446452,"Terawatthours",1973.91666666667
"500",1973,11,143.2504236283,"Terawatthours",1973.83333333333
"501",1973,10,149.11036080588,"Terawatthours",1973.75
"502",1973,9,151.69959163242,"Terawatthours",1973.66666666667
"503",1973,8,171.513930199775,"Terawatthours",1973.58333333333
"504",1973,7,168.001407738182,"Terawatthours",1973.5
"505",1973,6,155.924108427344,"Terawatthours",1973.41666666667
"506",1973,5,142.532433838228,"Terawatthours",1973.33333333333
"507",1973,4,134.984265974194,"Terawatthours",1973.25
"508",1973,3,143.2704997053,"Terawatthours",1973.16666666667
"509",1973,2,138.80323557001,"Terawatthours",1973.08333333333
"510",1973,1,154.932261645483,"Terawatthours",1973
"511",2015,7,376.329899,"Terawatthours",2015.5
"512",2015,8,357.411006,"Terawatthours",2015.58333333333
"513",2015,9,336.68961,"Terawatthours",2015.66666666667
"514",2015,10,301.9053,"Terawatthours",2015.75
"515",2015,11,289.665194,"Terawatthours",2015.83333333333
"516",2015,12,313.081734,"Terawatthours",2015.91666666667
"517",2016,1,340.24911,"Terawatthours",2016
"518",2016,2,302.118471,"Terawatthours",2016.08333333333
"519",2016,3,293.827393,"Terawatthours",2016.16666666667
"520",2016,4,282.465035,"Terawatthours",2016.25
"521",2016,5,305.010177,"Terawatthours",2016.33333333333
"522",2016,6,356.54708,"Terawatthours",2016.41666666667
"523",2016,7,400.649271,"Terawatthours",2016.5
"524",2016,8,397.919596,"Terawatthours",2016.58333333333
"525",2016,9,341.44652,"Terawatthours",2016.66666666667
"526",2016,10,302.530147,"Terawatthours",2016.75
"527",2016,11,282.714313,"Terawatthours",2016.83333333333
"528",2016,12,335.459392,"Terawatthours",2016.91666666667
"529",2017,1,333.159305,"Terawatthours",2017
"530",2017,2,280.823813,"Terawatthours",2017.08333333333
"531",2017,3,306.60314,"Terawatthours",2017.16666666667
"532",2017,4,287.306742,"Terawatthours",2017.25
"533",2017,5,313.208858,"Terawatthours",2017.33333333333
"534",2017,6,349.962311,"Terawatthours",2017.41666666667
"535",2017,7,396.497177,"Terawatthours",2017.5
"536",2017,8,376.109494,"Terawatthours",2017.58333333333
"537",2017,9,330.279807,"Terawatthours",2017.66666666667
"538",2017,10,311.831555,"Terawatthours",2017.75
"539",2017,11,296.821859,"Terawatthours",2017.83333333333
"540",2017,12,341.561327,"Terawatthours",2017.91666666667
"541",2018,1,366.047856,"Terawatthours",2018
"542",2018,2,297.798502,"Terawatthours",2018.08333333333
"543",2018,3,311.997018,"Terawatthours",2018.16666666667
"544",2018,4,292.657095,"Terawatthours",2018.25
"545",2018,5,330.589428,"Terawatthours",2018.33333333333
"546",2018,6,336.633039,"Terawatthours",2018.41666666667
"547",2018,7,356.316402,"Terawatthours",2018.5
"548",2018,8,369.841378,"Terawatthours",2018.58333333333
"549",2018,9,343.622165,"Terawatthours",2018.66666666667
"550",2018,10,308.935713,"Terawatthours",2018.75
"551",2018,11,303.4048,"Terawatthours",2018.83333333333
"552",2018,12,322.761812,"Terawatthours",2018.91666666667
"553",2019,1,339.813013,"Terawatthours",2019
"554",2019,2,301.398846,"Terawatthours",2019.08333333333
"555",2019,3,314.593406,"Terawatthours",2019.16666666667
"556",2019,4,285.928731,"Terawatthours",2019.25
"557",2019,5,318.789495,"Terawatthours",2019.33333333333
"558",2019,6,341.030982,"Terawatthours",2019.41666666667
"559",2019,7,398.869101,"Terawatthours",2019.5
"560",2019,8,389.549479,"Terawatthours",2019.58333333333
"561",2019,9,348.945835,"Terawatthours",2019.66666666667
"562",2019,10,307.396867,"Terawatthours",2019.75
"563",2019,11,302.965048,"Terawatthours",2019.83333333333
"564",2019,12,321.412311,"Terawatthours",2019.91666666667
"565",2020,1,317.123995,"Terawatthours",2020
"566",2020,2,298.190555,"Terawatthours",2020.08333333333
"567",2020,3,293.413063,"Terawatthours",2020.16666666667
"568",2020,4,152.561007,"Terawatthours",2020.25
