"","year","month","value","units","date"
"393",1982,10,167.459148653229,"Terawatthours",1982.75
"394",1982,9,174.908039489703,"Terawatthours",1982.66666666667
"395",1982,8,199.099134970787,"Terawatthours",1982.58333333333
"396",1982,7,203.90846118736,"Terawatthours",1982.5
"397",1982,6,180.296070399151,"Terawatthours",1982.41666666667
"398",1982,5,171.624765887726,"Terawatthours",1982.33333333333
"399",1982,4,167.173159564622,"Terawatthours",1982.25
"400",1982,3,181.766742399625,"Terawatthours",1982.16666666667
"401",1982,2,174.589221407402,"Terawatthours",1982.08333333333
"402",1982,1,202.776377771297,"Terawatthours",1982
"403",1981,12,189.36524309001,"Terawatthours",1981.91666666667
"404",1981,11,169.992233961407,"Terawatthours",1981.83333333333
"405",1981,10,175.567851108176,"Terawatthours",1981.75
"406",1981,9,180.880501720223,"Terawatthours",1981.66666666667
"407",1981,8,203.690242034129,"Terawatthours",1981.58333333333
"408",1981,7,213.375159736413,"Terawatthours",1981.5
"409",1981,6,196.322924221664,"Terawatthours",1981.41666666667
"410",1981,5,172.261611038844,"Terawatthours",1981.33333333333
"411",1981,4,167.139159522845,"Terawatthours",1981.25
"412",1981,3,179.703064607931,"Terawatthours",1981.16666666667
"413",1981,2,173.926179011353,"Terawatthours",1981.08333333333
"414",1981,1,199.937076444084,"Terawatthours",1981
"415",1980,12,189.387704778588,"Terawatthours",1980.91666666667
"416",1980,11,172.873542166174,"Terawatthours",1980.83333333333
"417",1980,10,172.863555862663,"Terawatthours",1980.75
"418",1980,9,185.373468958768,"Terawatthours",1980.66666666667
"419",1980,8,208.515585790293,"Terawatthours",1980.58333333333
"420",1980,7,209.89693032037,"Terawatthours",1980.5
"421",1980,6,183.488522501592,"Terawatthours",1980.41666666667
"422",1980,5,170.257903286707,"Terawatthours",1980.33333333333
"423",1980,4,163.440584500446,"Terawatthours",1980.25
"424",1980,3,181.550939802264,"Terawatthours",1980.16666666667
"425",1980,2,182.727382829148,"Terawatthours",1980.08333333333
"426",1980,1,193.688384181317,"Terawatthours",1980
"427",1979,12,182.735884773611,"Terawatthours",1979.91666666667
"428",1979,11,171.904741146419,"Terawatthours",1979.83333333333
"429",1979,10,174.016548917616,"Terawatthours",1979.75
"430",1979,9,175.00413892519,"Terawatthours",1979.66666666667
"431",1979,8,198.334149502946,"Terawatthours",1979.58333333333
"432",1979,7,195.841088703562,"Terawatthours",1979.5
"433",1979,6,180.807869662831,"Terawatthours",1979.41666666667
"434",1979,5,172.523480018178,"Terawatthours",1979.33333333333
"435",1979,4,164.643434613247,"Terawatthours",1979.25
"436",1979,3,177.111598056232,"Terawatthours",1979.16666666667
"437",1979,2,180.431635412142,"Terawatthours",1979.08333333333
"438",1979,1,203.059108039063,"Terawatthours",1979
"439",1978,12,185.767634460159,"Terawatthours",1978.91666666667
"440",1978,11,170.569867208141,"Terawatthours",1978.83333333333
"441",1978,10,170.206294008276,"Terawatthours",1978.75
"442",1978,9,179.672290508684,"Terawatthours",1978.66666666667
"443",1978,8,199.840901581883,"Terawatthours",1978.58333333333
"444",1978,7,196.251889663391,"Terawatthours",1978.5
"445",1978,6,182.363794157137,"Terawatthours",1978.41666666667
"446",1978,5,169.757129861376,"Terawatthours",1978.33333333333
"447",1978,4,154.7340180003,"Terawatthours",1978.25
"448",1978,3,167.738265207795,"Terawatthours",1978.16666666667
"449",1978,2,168.013711962629,"Terawatthours",1978.08333333333
"450",1978,1,191.571896085825,"Terawatthours",1978
"451",1977,12,178.499513413495,"Terawatthours",1977.91666666667
"452",1977,11,161.865797525626,"Terawatthours",1977.83333333333
"453",1977,10,161.147512797763,"Terawatthours",1977.75
"454",1977,9,170.674755789809,"Terawatthours",1977.66666666667
"455",1977,8,189.884978597799,"Terawatthours",1977.58333333333
"456",1977,7,192.597013784562,"Terawatthours",1977.5
"457",1977,6,175.058838764871,"Terawatthours",1977.41666666667
"458",1977,5,164.001273812822,"Terawatthours",1977.33333333333
"459",1977,4,151.93392019111,"Terawatthours",1977.25
"460",1977,3,163.847295011563,"Terawatthours",1977.16666666667
"461",1977,2,157.573259372946,"Terawatthours",1977.08333333333
"462",1977,1,190.177030833788,"Terawatthours",1977
"463",1976,12,178.069036718454,"Terawatthours",1976.91666666667
"464",1976,11,163.759413219848,"Terawatthours",1976.83333333333
"465",1976,10,158.598634296118,"Terawatthours",1976.75
"466",1976,9,159.786113798451,"Terawatthours",1976.66666666667
"467",1976,8,180.481327111425,"Terawatthours",1976.58333333333
